id;geom;collection;place_id;toponym;gazetteer_uri;gazetteer_label;lng;lat;exact_matches;close_matches;variants_obj;variants
2;0101000020E61000000000000000403F40BE8575E3DDDD3D40;owtrad;owt_100;Memphis;http://linkedplaces.org/owtrad/places/owt_100;Memphis;31.25;29.866667;;;[{"id" : 624, "variant" : "Essaouira", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 625, "variant" : "Memphis", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 626, "variant" : "Mit Rahina", "source" : "Stone 1989:59", "precision" : "exact", "identity" : "exact"}, {"id" : 627, "variant" : "Noph", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Essaouira,Memphis,"Mit Rahina",Noph}
13;0101000020E61000009A999999999930406A15FDA199B94740;owtrad;owt_1022;Frankenau;http://linkedplaces.org/owtrad/places/owt_1022;Frankenau;16.6;47.450001;[{"uri":"http://sws.geonames/2779383","names":["Frankenau"]}];;[{"id" : 4735, "variant" : "Frankenau", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Frankenau}
16;0101000020E6100000427A8A1C22A23040EA5A7B9FAA4A4840;owtrad;owt_1026;Wilfersdorf;http://linkedplaces.org/owtrad/places/owt_1026;Wilfersdorf;16.633333;48.583332;[{"uri":"http://sws.geonames/2761194","names":["Wilfersdorf"]}];;[{"id" : 4743, "variant" : "Wilfersdorf", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Wilfersdorf}
37;0101000020E61000003ECBF3E0EE9E5240EA5A7B9FAA8A4240;owtrad;owt_1075;Vakhjir, Kowtal-e;http://linkedplaces.org/owtrad/places/owt_1075;Vakhjir, Kowtal-e;74.48333;37.083332;;;[{"id" : 4917, "variant" : "Vakhdzhir; Pereval", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4918, "variant" : "Vakhjir Davan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4919, "variant" : "Vakhjir, Kowtal-e", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4920, "variant" : "Vakhjir Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4921, "variant" : "Wa-hu-lo-t'e Shan-k'ou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4922, "variant" : "Wa-k'o-chi-erh Shan-k'ou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4923, "variant" : "Wakh Jir, Kowtal-e", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4924, "variant" : "Wakhir Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4925, "variant" : "Wakhjir Dawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4926, "variant" : "Wakhjir
48;0101000020E61000009A99999999192D402CD505BCCC2C4A40;owtrad;owt_1088;Frankfurt (2);http://linkedplaces.org/owtrad/places/owt_1088;Frankfurt (2);14.55;52.349998;;;[{"id" : 4952, "variant" : "Frankfort on the Oder", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4952, "variant" : "Frankfort on the Oder", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4952, "variant" : "Frankfort on the Oder", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4953, "variant" : "Frankfurt", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4953, "variant" : "Frankfurt", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4953, "variant" : "Frankfurt", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4954, "variant" : "Frankfurt an der Oder", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4954, "variant" : "Frankfurt an der Oder", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 4954, "variant" : "Frankfurt an der Oder", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"Frankfort on the Oder",Frankfurt,"Frankfurt an der Oder"}
2259;0101000020E6100000D9CEF753E3FD5040CFF753E3A5BB3840;owtrad;owt_836;Tatta;http://linkedplaces.org/owtrad/places/owt_836;Tatta;67.967;24.733;[{"uri":"http://sws.geonames/1163582","names":["Thatta"]}];;[{"id" : 3929, "variant" : "Tatta", "source" : "TGN", "precision" : "exact", "identity" : "exact"}];{Tatta}
69;0101000020E61000000000000000C03240427A8A1C22C24840;owtrad;owt_1117;Jablunkovsky Prusmyk;http://linkedplaces.org/owtrad/places/owt_1117;Jablunkovsky Prusmyk;18.75;49.516666;;;[{"id" : 5049, "variant" : "Jablonkowska; Przelecz", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5050, "variant" : "Jablunka Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5051, "variant" : "Jablunkov Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5052, "variant" : "Jablunkovsky Prusmijk", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5053, "variant" : "Jablunkovsky Prusmyk", "source" : "ADL", "precision" : "exact", "identity" : "exact"}]
94;0101000020E610000000000000008032405470784144044A40;owtrad;owt_1142;Turek;http://linkedplaces.org/owtrad/places/owt_1142;Turek;18.5;52.033333;[{"uri":"http://sws.geonames/3082998","names":["Turek"]}];;[{"id" : 5111, "variant" : "Turek", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Turek}
124;0101000020E6100000A73FFB9122A234403A0664AF77374A40;owtrad;owt_1172;Pomiechow;http://linkedplaces.org/owtrad/places/owt_1172;Pomiechow;20.63334;52.43334;;;[{"id" : 5190, "variant" : "Pomiechow", "source" : "Humnicki & Lalik 1957b", "precision" : "approx", "identity" : "probable"}];{Pomiechow}
114;0101000020E6100000A8E0F08288C83540581F0F7D77D74840;owtrad;owt_1162;Krosno;http://linkedplaces.org/owtrad/places/owt_1162;Krosno;21.783333;49.683334;[{"uri":"http://sws.geonames/767470","names":["Krosno"]}];;[{"id" : 5162, "variant" : "Krosno", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Krosno}
142;0101000020E6100000A96BED7DAA6A594080457EFD10314240;owtrad;owt_1189;Kumbum;http://linkedplaces.org/owtrad/places/owt_1189;Kumbum;101.666656;36.383331;;;[{"id" : 5224, "variant" : "Amdo Kumbun", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 5224, "variant" : "Amdo Kumbun", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 5224, "variant" : "Amdo Kumbun", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 5225, "variant" : "Gumbum", "source" : "Columbia Enc. 6th ed. 2000", "precision" : "exact", "identity" : "exact"}, {"id" : 5225, "variant" : "Gumbum", "source" : "Columbia Enc. 6th ed. 2000", "precision" : "exact", "identity" : "exact"}, {"id" : 5225, "variant" : "Gumbum", "source" : "Columbia Enc. 6th ed. 2000", "precision" : "exact", "identity" : "exact"}, {"id" : 5226, "variant" : "Kounboum", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 5226, "variant" : "Kounboum", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 5226, "variant" : "Kounboum", "source" : "no data", "precision" : "exact", "identity" : "exact"}, {"id" : 5227, "variant" : "Kumbum", "source" : "Norbu 1997:285", "precision" : "exact", "identity" : "exact"}, {"id" : 5227, "variant" : "Kumbum", "source" : "Norbu 1997:285", "precision" : "exact", "identity" : "exact"}, {"id" : 5227, "variant" : "Kumbum", "source" : "Norbu 1997:285", "precision" : "exact", "identity" : "exact"}, {"id" : 5228, "variant" : "Kunbum", "source" : "Norbu 1997:285", "precision" : "exact", "identity" : "exact"}, {"id" : 5228, "variant" : "Kunbum", "source" : "Norbu 1997:285", "precision" : "exact", "identity" : "exact"}, {"id" : 5228, "variant" : "Kunbum", "source" : "Norbu 1997:285", "precision" : "exact", "identity" : "exact"}, {"id" : 5229, "variant" : "Ta Er Temple", "source" : "Nelles Verlag. nd. Northern China", "precision" : "approx", "identity" : "exact"}, {"id" : 5229, "variant" : "Ta Er Temple", "source" : "Nelles Verlag. nd. Northern China", "precision" : "approx", "identity" : "exact"}, {"id" : 5229, "variant" : "Ta Er Temple", "source" : "Nelles Verlag. nd. Northern China", "precision" : "approx", "identity" : "exact"}];{"Amdo Kumbun",Gumbum,Kounboum,Kumbum,Kunbum,"Ta Er Temple"}
149;0101000020E6100000EA5A7B9FAAAA2D40DB1324B6BBEB4A40;owtrad;owt_1197;Parlowka;http://linkedplaces.org/owtrad/places/owt_1197;Parlowka;14.833333;53.841666;;;[{"id" : 5244, "variant" : "Parlowka", "source" : "Intermap Poland n.d.", "precision" : "approx", "identity" : "probable"}];{Parlowka}
130;0101000020E61000000000000000C0354096EA025E66C64940;owtrad;owt_1178;Sieciechow;http://linkedplaces.org/owtrad/places/owt_1178;Sieciechow;21.75;51.549999;[{"uri":"http://sws.geonames/759422","names":["Sieciechów"]}];;[{"id" : 5202, "variant" : "Sieciechow", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Sieciechow}
169;0101000020E6100000E08D1E22221A5440BE8575E3DD1D4640;owtrad;owt_1218;Korgas Pass;http://linkedplaces.org/owtrad/places/owt_1218;Korgas Pass;80.40833333;44.233334;;;[{"id" : 5317, "variant" : "Horgars Pass", "source" : "Anonymous-4 1991", "precision" : "approx", "identity" : "probable"}, {"id" : 5318, "variant" : "Korgas Pass", "source" : "OWT", "precision" : "approx", "identity" : "probable"}];{"Horgars Pass","Korgas Pass"}
213;0101000020E61000006666666666E654403BB71A2323234340;owtrad;owt_1266;Jingjue;http://linkedplaces.org/owtrad/places/owt_1266;Jingjue;83.6;38.2745098;;;[{"id" : 5667, "variant" : "Ghingghjue", "source" : "www.china.org.cn/world/shi-sichou/sichou29.htm", "precision" : "approx", "identity" : "probable"}, {"id" : 5668, "variant" : "Jingiueguo", "source" : "Anonymous-4 1991", "precision" : "approx", "identity" : "probable"}, {"id" : 5669, "variant" : "Jingjue", "source" : "www.china.org.cn/world/shi-sichou/sichou29.htm", "precision" : "approx", "identity" : "probable"}, {"id" : 5670, "variant" : "Niya Ancient City", "source" : "www.media.tsinghua.edu.cn/zhuzuo/europe.html", "precision" : "approx", "identity" : "probable"}];{Ghingghjue,Jingiueguo,Jingjue,"Niya Ancient City"}
207;0101000020E6100000EC6CC83F337352406A15FDA199594340;owtrad;owt_1259;Kyzyl-Dzhiik, Pereval;http://linkedplaces.org/owtrad/places/owt_1259;Kyzyl-Dzhiik, Pereval;73.800003;38.700001;;;[{"id" : 5631, "variant" : "K'o-tse-lo-chi-k'o Shan-k'ou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5632, "variant" : "Kizil Jik Dawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5633, "variant" : "Kizol-jiik Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5634, "variant" : "Kyzyl-Dzhiik; Pereval", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5635, "variant" : "Qizil Jik Dawan", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5636, "variant" : "Utzupieli Pass", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5637, "variant" : "Uzbel Shankou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 5638, "variant" : "Wu-tzu-pieh-li Shan-k'ou", "source" : "ADL", "precision" : "exact", "identity" : "exact"}]
210;0101000020E6100000EA5A7B9FAA0A55400000000000C04440;owtrad;owt_1262;Luntai Ancient City;http://linkedplaces.org/owtrad/places/owt_1262;Luntai Ancient City;84.166664;41.5;;;[{"id" : 5648, "variant" : "Luntai Ancient City", "source" : "Anonymous-4 1991", "precision" : "exact", "identity" : "exact"}];{"Luntai Ancient City"}
2051;0101000020E6100000B83D4162BBBBF73FBE8575E3DD1D4740;owtrad;owt_464;La Souterraine;http://linkedplaces.org/owtrad/places/owt_464;La Souterraine;1.483333;46.233334;[{"uri":"http://sws.geonames/2978134","names":["Saint-Maurice-la-Souterraine"]}];;[{"id" : 2168, "variant" : "La Souterraine", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"La Souterraine"}
232;0101000020E61000002CD505BCCC5C44400000000000604140;owtrad;owt_130;Qalat as Salihiyah;http://linkedplaces.org/owtrad/places/owt_130;Qalat as Salihiyah;40.724998;34.75;;;[{"id" : 759, "variant" : "As Salihiyah", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 760, "variant" : "Doura", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 761, "variant" : "Doura Europos", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 762, "variant" : "Dura", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 763, "variant" : "Dura Europos", "source" : "Scarre 1988:165", "precision" : "exact", "identity" : "exact"}, {"id" : 764, "variant" : "Dura Europus", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 765, "variant" : "Europus", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 766, "variant" : "Qalat as Salihiyah", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 767, "variant" : "Qalat es Salihiye", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 768, "variant" : "Salahiye", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 769, "variant" : "Salhiyah", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 770, "variant" : "Salhiye", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 771, "variant" : "Salihiyah", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"As Salihiyah",Doura,"Doura Europos",Dura,"Dura Europos","Dura Europus",Europus,"Qalat as Salihiyah","Qalat es Salihiye",Salahiye,Salhiyah,Salhiye,Salihiyah}
250;0101000020E6100000D42AFA4333F3334080BA8102EFCE4840;owtrad;owt_1318;Rabka;http://linkedplaces.org/owtrad/places/owt_1318;Rabka;19.950001;49.616669;[{"uri":"http://sws.geonames/3087601","names":["Rabka-Zdrój"]}];;[{"id" : 5798, "variant" : "Rabka", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Rabka}
225;0101000020E610000092B06F271151364016A5846055354940;owtrad;owt_1293;Kopki;http://linkedplaces.org/owtrad/places/owt_1293;Kopki;22.316668;50.416668;[{"uri":"http://sws.geonames/768168","names":["Kopki"]}];;[{"id" : 5736, "variant" : "Kopki", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Kopki}
227;0101000020E61000000000000000403540BE8575E3DDDD4840;owtrad;owt_1295;Biecz;http://linkedplaces.org/owtrad/places/owt_1295;Biecz;21.25;49.733334;[{"uri":"http://sws.geonames/776053","names":["Biecz"]}];;[{"id" : 5738, "variant" : "Biecz", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Biecz}
266;0101000020E61000002CD505BCCC0C3740EA5A7B9FAA2A4A40;owtrad;owt_1335;Mielnik;http://linkedplaces.org/owtrad/places/owt_1335;Mielnik;23.049999;52.333332;[{"uri":"http://sws.geonames/764846","names":["Mielnik"]}];;[{"id" : 5833, "variant" : "Mielnik", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Mielnik}
311;0101000020E610000066666666666606C016A5846055354540;owtrad;owt_1482;Azofra;http://linkedplaces.org/owtrad/places/owt_1482;Azofra;-2.8;42.416668;[{"uri":"http://sws.geonames/3129065","names":["Azofra"]}];;[{"id" : 6360, "variant" : "Azofra", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Azofra}
316;0101000020E610000009151C5E1011E1BF5470784144644540;owtrad;owt_1487;Candanchu, Puerto de;http://linkedplaces.org/owtrad/places/owt_1487;Candanchu, Puerto de;-0.533333;42.783333;;;[{"id" : 6365, "variant" : "Candanchu", "source" : "Loiselle n.d.", "precision" : "exact", "identity" : "exact"}, {"id" : 6366, "variant" : "Candanchu; Puerto de", "source" : "ADL", "precision" : "exact", "identity" : "exact"}]
308;0101000020E61000006666666666663A406666666666264440;owtrad;owt_148;Sestos;http://linkedplaces.org/owtrad/places/owt_148;Sestos;26.4;40.3;[{"uri":"http://sws.geonames/8435885","names":["Sestos"]}];;[{"id" : 902, "variant" : "Sestos", "source" : "TGN", "precision" : "approx", "identity" : "exact"}, {"id" : 903, "variant" : "Sestus", "source" : "Stone 1989:90-91", "precision" : "approx", "identity" : "exact"}, {"id" : 904, "variant" : "Sestus", "source" : "Stone 1989:90-91", "precision" : "approx", "identity" : "exact"}];{Sestos,Sestus}
329;0101000020E610000000000000000021C0713D0AD7A3704540;owtrad;owt_1499;Monte do Gozo;http://linkedplaces.org/owtrad/places/owt_1499;Monte do Gozo;-8.5;42.88;;;[{"id" : 6382, "variant" : "Monte do Gozo", "source" : "Loiselle n.d.", "precision" : "approx", "identity" : "probable"}];{"Monte do Gozo"}
342;0101000020E6100000B727486C777720C0BE8575E3DDBD4540;owtrad;owt_1512;El Ferrol del Caudillo;http://linkedplaces.org/owtrad/places/owt_1512;El Ferrol del Caudillo;-8.233333;43.483334;;;[{"id" : 6412, "variant" : "El Ferrol", "source" : "Sumption 2002:178-179", "precision" : "exact", "identity" : "exact"}, {"id" : 6413, "variant" : "El Ferrol del Caudillo", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 6414, "variant" : "Ferrol", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 6415, "variant" : "Ferrol del Caudillo", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{"El Ferrol","El Ferrol del Caudillo",Ferrol,"Ferrol del Caudillo"}
398;0101000020E61000003659A31E220A59400000000000A04340;owtrad;owt_1581;Fuyi;http://linkedplaces.org/owtrad/places/owt_1581;Fuyi;100.1583325;39.25;;;[{"id" : 6709, "variant" : "Fuyi", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}];{Fuyi}
399;0101000020E6100000047AFA6B66D65840F37684D382CD4340;owtrad;owt_1582;Yenchi;http://linkedplaces.org/owtrad/places/owt_1582;Yenchi;99.35000133;39.605555;;;[{"id" : 6710, "variant" : "Yenchi", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}];{Yenchi}
386;0101000020E6100000581F0F7D77F73440AC8F87BEBB5B4040;owtrad;owt_157;Tulmaythah, Athar;http://linkedplaces.org/owtrad/places/owt_157;Tulmaythah, Athar;20.966667;32.716667;;;[{"id" : 965, "variant" : "Ptolemais", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 966, "variant" : "Ptolemais Cyremaica", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 967, "variant" : "Talmithah, Athar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 968, "variant" : "Tilmitah, Athar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 969, "variant" : "Tolemaide", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 970, "variant" : "Tolmeta", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 971, "variant" : "Tulmaythah", "source" : "TGN", "precision" : "exact", "identity" : "exact"}, {"id" : 972, "variant" : "Tulmaythah, Athar", "source" : "ADL", "precision" : "exact", "identity" : "exact"}];{Ptolemais,"Ptolemais Cyremaica","Talmithah, Athar","Tilmitah, Athar",Tolemaide,Tolmeta,Tulmaythah,"Tulmaythah, Athar"}
394;0101000020E6100000EC6CC83F3333564080BA8102EF0E4640;owtrad;owt_1578;Santai (2);http://linkedplaces.org/owtrad/places/owt_1578;Santai (2);88.800003;44.116669;;;[{"id" : 6704, "variant" : "Santai (2)", "source" : "OWT", "precision" : "exact", "identity" : "exact"}, {"id" : 6705, "variant" : "Santay (2)", "source" : "ADL", "precision" : "exact", "identity" : "exact"}, {"id" : 6706, "variant" : "Third Stage", "source" : "Cable & French 1947:254", "precision" : "exact", "identity" : "exact"}];{"Santai (2)","Santay (2)","Third Stage"}
395;0101000020E610000013C1515555E55840893973D5DDBD4340;owtrad;owt_1579;Camel Town;http://linkedplaces.org/owtrad/places/owt_1579;Camel Town;99.58333333;39.48333233;;;[{"id" : 6707, "variant" : "Camel Town", "source" : "Cable and French 1947:89", "precision" : "approx", "identity" : "unknown"}];{"Camel Town"}
397;0101000020E610000017776ACBCCCC5840B691800B11D14340;owtrad;owt_1580;Salt Lake;http://linkedplaces.org/owtrad/places/owt_1580;Salt Lake;99.19999967;39.63333267;;;[{"id" : 6708, "variant" : "Salt Lake", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}];{"Salt Lake"}
400;0101000020E610000090D3BE5655C55840A3737E8AE3D84340;owtrad;owt_1583;Schwanking;http://linkedplaces.org/owtrad/places/owt_1583;Schwanking;99.08333367;39.694444;;;[{"id" : 6711, "variant" : "Schwanking", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}];{Schwanking}
402;0101000020E61000005D8C81751C87584039366D8C3EE94340;owtrad;owt_1586;Huihuipu;http://linkedplaces.org/owtrad/places/owt_1586;Huihuipu;98.111112;39.82222133;;;[{"id" : 6723, "variant" : "Huihuipu", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}];{Huihuipu}
403;0101000020E6100000CDAB3AAB057B58405905FF95F4E94340;owtrad;owt_1587;Chikinhsia;http://linkedplaces.org/owtrad/places/owt_1587;Chikinhsia;97.922221;39.82777667;;;[{"id" : 6724, "variant" : "Chikinhsia", "source" : "Cable and French (1947:Map)", "precision" : "exact", "identity" : "probable"}];{Chikinhsia}
404;0101000020E61000002BC1E27066B6574075ADBD4F55F54440;owtrad;owt_1588;Shachuantz;http://linkedplaces.org/owtrad/places/owt_1588;Shachuantz;94.8500025;41.916666;;;[{"id" : 6725, "variant" : "Shachuantz", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}, {"id" : 6726, "variant" : "Spring of the Sands", "source" : "OWT", "precision" : "approx", "identity" : "unknown"}];{Shachuantz,"Spring of the Sands"}
405;0101000020E610000087C43D963E79574058F7FA206C414540;owtrad;owt_1593;Changliushui;http://linkedplaces.org/owtrad/places/owt_1593;Changliushui;93.894445;42.51111233;;;[{"id" : 6738, "variant" : "Changliushui", "source" : "Cable and French 1947: 218", "precision" : "approx", "identity" : "unknown"}, {"id" : 6739, "variant" : "Inexhaustible Spring", "source" : "Cable and French 1947: 218", "precision" : "approx", "identity" : "unknown"}, {"id" : 6740, "variant" : "Inexhaustible Spring Halt", "source" : "Cable and French 1942: 302", "precision" : "approx", "identity" : "unknown"}];{Changliushui,"Inexhaustible Spring","Inexhaustible Spring Halt"}
406;0101000020E6100000CDAB3AAB056B5740BEAD893FE9534540;owtrad;owt_1594;Hwanglukang;http://linkedplaces.org/owtrad/places/owt_1594;Hwanglukang;93.672221;42.65555567;;;[{"id" : 6741, "variant" : "Hill of Yellow Reeds", "source" : "Cable and French 1947: 218", "precision" : "approx", "identity" : "unknown"}, {"id" : 6742, "variant" : "Hwanglukang", "source" : "Cable and French 1947: 218", "precision" : "approx", "identity" : "unknown"}];{"Hill of Yellow Reeds",Hwanglukang}
407;0101000020E6100000711FB935E9635740638FBBCE275D4540;owtrad;owt_1595;Yukoshu;http://linkedplaces.org/owtrad/places/owt_1595;Yukoshu;93.561109;42.72777733;;;[{"id" : 6743, "variant" : "Elms", "source" : "Cable and French 1947: 219", "precision" : "approx", "identity" : "unknown"}, {"id" : 6744, "variant" : "Yukoshu", "source" : "Cable and French 1947: 219", "precision" : "approx", "identity" : "unknown"}];{Elms,Yukoshu}
408;0101000020E6100000EA5A7B9FAA525740D6C743DFDD6D4540;owtrad;owt_1596;Towpu;http://linkedplaces.org/owtrad/places/owt_1596;Towpu;93.291664;42.8583335;;;[{"id" : 6745, "variant" : "Second Halt", "source" : "Cable and French 1947: map; 237", "precision" : "approx", "identity" : "probable"}, {"id" : 6746, "variant" : "Towpu", "source" : "Cable and French 1947: map", "precision" : "approx", "identity" : "unknown"}]
409;0101000020E6100000C1ABE5CECC2C57408B5242B0AA8A4540;owtrad;owt_1597;Yatzchuan;http://linkedplaces.org/owtrad/places/owt_1597;Yatzchuan;92.7000005;43.083334;;;[{"id" : 6747, "variant" : "Duck Pond", "source" : "Cable and French 1947:232", "precision" : "approx", "identity" : "unknown"}, {"id" : 6748, "variant" : "Yatzchuan", "source" : "Cable and French 1947:232", "precision" : "approx", "identity" : "unknown"}];{"Duck Pond",Yatzchuan}
410;0101000020E610000096EA025E66F6564016A5846055B54540;owtrad;owt_1598;Chekuluchuan;http://linkedplaces.org/owtrad/places/owt_1598;Chekuluchuan;91.849998;43.416668;;;[{"id" : 6749, "variant" : "Cart Wheel Halt", "source" : "Cable and French 1947:241", "precision" : "approx", "identity" : "unknown"}, {"id" : 6750, "variant" : "Chekuluchuan", "source" : "Cable and French 1947:241", "precision" : "approx", "identity" : "unknown"}];{"Cart Wheel Halt",Chekuluchuan}
413;0101000020E61000008329B10811D156405D8C81751CC74540;owtrad;owt_1602;Towshui;http://linkedplaces.org/owtrad/places/owt_1602;Towshui;91.26666467;43.555556;;;[{"id" : 6754, "variant" : "Head Spring", "source" : "Cable & French 1947:245", "precision" : "approx", "identity" : "unknown"}, {"id" : 6755, "variant" : "Towshui", "source" : "Cable & French 1947:map", "precision" : "approx", "identity" : "exact"}];{"Head Spring",Towshui}
414;0101000020E6100000A9AB54B3BBBB56400D897B2C7DD24540;owtrad;owt_1603;Tashitow;http://linkedplaces.org/owtrad/places/owt_1603;Tashitow;90.93333133;43.644445;;;[{"id" : 6756, "variant" : "Great Stone", "source" : "Cable & French 1947:245", "precision" : "approx", "identity" : "exact"}, {"id" : 6757, "variant" : "Ta-shih-t'o", "source" : "idp.bl.uk", "precision" : "approx", "identity" : "exact"}, {"id" : 6758, "variant" : "Ta-shih-t'ou", "source" : "Geelan and Twitchett (1974:102-103)", "precision" : "approx", "identity" : "exact"}, {"id" : 6759, "variant" : "Tashitow", "source" : "Cable & French 1947:map", "precision" : "approx", "identity" : "exact"}];{"Great Stone",Ta-shih-t'o,Ta-shih-t'ou,Tashitow}
418;0101000020E6100000300DC34744745540E15F048D99214640;owtrad;owt_1611;Ulanusun;http://linkedplaces.org/owtrad/places/owt_1611;Ulanusun;85.8166675;44.2624985;;;[{"id" : 6816, "variant" : "Blue Water", "source" : "Cable and French 1947:270", "precision" : "approx", "identity" : "unknown"}, {"id" : 6817, "variant" : "Ulan-Usun", "source" : "Cable and French 1947:270", "precision" : "approx", "identity" : "unknown"}, {"id" : 6818, "variant" : "Ulanusun", "source" : "Cable and French 1947:map", "precision" : "approx", "identity" : "unknown"}];{"Blue Water",Ulan-Usun,Ulanusun}
419;0101000020E61000008B5242B0AA5A55402CD505BCCC1C4640;owtrad;owt_1612;Yenchinai;http://linkedplaces.org/owtrad/places/owt_1612;Yenchinai;85.416668;44.224998;;;[{"id" : 6819, "variant" : "Yenchinai", "source" : "Cable and French 1947:map", "precision" : "approx", "identity" : "unknown"}, {"id" : 6819, "variant" : "Yenchinai", "source" : "Cable and French 1947:map", "precision" : "approx", "identity" : "unknown"}];{Yenchinai}
420;0101000020E6100000E597C118114155401FA0FB72663E4640;owtrad;owt_1613;Kusitun;http://linkedplaces.org/owtrad/places/owt_1613;Kusitun;85.0166685;44.4875015;;;[{"id" : 6820, "variant" : "Kusitun", "source" : "Cable and French 1947:map", "precision" : "approx", "identity" : "probable"}];{Kusitun}
